Date,Product,Sales,Stock
2023-06-29,Product_14,30,170
2023-06-29,Product_15,17,165
2023-06-29,Product_16,24,156
2023-06-29,Product_17,23,112
2023-06-29,Product_18,19,186
2023-06-29,Product_19,19,123
2023-06-29,Product_20,23,197
2023-06-30,Product_1,28,159
2023-06-30,Product_2,28,102
2023-06-30,Product_3,23,100
2023-06-30,Product_4,17,143
2023-06-30,Product_5,28,160
2023-06-30,Product_6,21,157
2023-06-30,Product_7,23,128
2023-06-30,Product_8,22,138
2023-06-30,Product_9,21,195
2023-06-30,Product_10,18,189
2023-06-30,Product_11,26,159
2023-06-30,Product_12,25,186
2023-06-30,Product_13,9,149
2023-06-30,Product_14,23,114
2023-06-30,Product_15,20,199
2023-06-30,Product_16,11,159
2023-06-30,Product_17,20,101
2023-06-30,Product_18,26,138
2023-06-30,Product_19,16,117
2023-06-30,Product_20,25,116
2023-07-01,Product_1,13,190
2023-07-01,Product_2,21,107
2023-07-01,Product_3,15,130
2023-07-01,Product_4,20,185
2023-07-01,Product_5,16,139
2023-07-01,Product_6,16,176
2023-07-01,Product_7,22,125
2023-07-01,Product_8,27,185
2023-07-01,Product_9,23,114
2023-07-01,Product_10,18,155
2023-07-01,Product_11,13,193
2023-07-01,Product_12,21,166
2023-07-01,Product_13,24,199
2023-07-01,Product_14,20,188
2023-07-01,Product_15,32,140
2023-07-01,Product_16,15,162
2023-07-01,Product_17,25,160
2023-07-01,Product_18,12,152
2023-07-01,Product_19,23,110
2023-07-01,Product_20,23,152
2023-07-02,Product_1,15,199
2023-07-02,Product_2,20,180
2023-07-02,Product_3,17,111
2023-07-02,Product_4,12,156
2023-07-02,Product_5,23,141
2023-07-02,Product_6,26,196
2023-07-02,Product_7,19,197
2023-07-02,Product_8,25,117
2023-07-02,Product_9,22,198
2023-07-02,Product_10,21,151
2023-07-02,Product_11,22,112
2023-07-02,Product_12,15,140
2023-07-02,Product_13,26,128
2023-07-02,Product_14,16,102
2023-07-02,Product_15,20,181
2023-07-02,Product_16,27,139
2023-07-02,Product_17,26,111
2023-07-02,Product_18,20,125
2023-07-02,Product_19,27,152
2023-07-02,Product_20,18,105
2023-07-03,Product_1,19,118
2023-07-03,Product_2,24,170
2023-07-03,Product_3,16,118
2023-07-03,Product_4,22,152
2023-07-03,Product_5,15,185
2023-07-03,Product_6,16,169
2023-07-03,Product_7,16,174
2023-07-03,Product_8,21,135
2023-07-03,Product_9,15,144
2023-07-03,Product_10,18,198
2023-07-03,Product_11,20,116
2023-07-03,Product_12,19,163
2023-07-03,Product_13,21,188
2023-07-03,Product_14,15,136
2023-07-03,Product_15,27,187
2023-07-03,Product_16,15,111
2023-07-03,Product_17,23,130
2023-07-03,Product_18,20,198
2023-07-03,Product_19,19,135
2023-07-03,Product_20,19,154
2023-07-04,Product_1,21,190
2023-07-04,Product_2,18,129
2023-07-04,Product_3,21,125
2023-07-04,Product_4,19,145
2023-07-04,Product_5,29,141
2023-07-04,Product_6,23,194
2023-07-04,Product_7,19,154
2023-07-04,Product_8,14,123
2023-07-04,Product_9,21,145
2023-07-04,Product_10,21,132
2023-07-04,Product_11,24,168
2023-07-04,Product_12,20,178
2023-07-04,Product_13,26,176
2023-07-04,Product_14,20,152
2023-07-04,Product_15,20,145
2023-07-04,Product_16,24,179
2023-07-04,Product_17,20,100
2023-07-04,Product_18,21,186
2023-07-04,Product_19,12,192
2023-07-04,Product_20,24,128
2023-07-05,Product_1,20,144
2023-07-05,Product_2,21,180
2023-07-05,Product_3,21,131
2023-07-05,Product_4,11,100
2023-07-05,Product_5,17,153
2023-07-05,Product_6,16,161
2023-07-05,Product_7,28,175
2023-07-05,Product_8,23,140
2023-07-05,Product_9,18,178
2023-07-05,Product_10,20,107
2023-07-05,Product_11,14,193
2023-07-05,Product_12,18,107
2023-07-05,Product_13,25,196
2023-07-05,Product_14,25,105
2023-07-05,Product_15,21,136
2023-07-05,Product_16,24,117
2023-07-05,Product_17,25,138
2023-07-05,Product_18,20,181
2023-07-05,Product_19,16,152
2023-07-05,Product_20,21,184
2023-07-06,Product_1,24,163
2023-07-06,Product_2,17,179
2023-07-06,Product_3,28,161
2023-07-06,Product_4,29,146
2023-07-06,Product_5,24,174
2023-07-06,Product_6,26,115
2023-07-06,Product_7,12,104
2023-07-06,Product_8,16,111
2023-07-06,Product_9,20,147
2023-07-06,Product_10,17,187
2023-07-06,Product_11,20,120
2023-07-06,Product_12,17,155
2023-07-06,Product_13,18,138
2023-07-06,Product_14,20,178
2023-07-06,Product_15,22,109
2023-07-06,Product_16,23,169
2023-07-06,Product_17,20,135
2023-07-06,Product_18,22,163
2023-07-06,Product_19,15,199
2023-07-06,Product_20,19,115
2023-07-07,Product_1,13,107
2023-07-07,Product_2,17,161
2023-07-07,Product_3,23,154
2023-07-07,Product_4,17,147
2023-07-07,Product_5,16,148
2023-07-07,Product_6,18,188
2023-07-07,Product_7,22,128
2023-07-07,Product_8,18,111
2023-07-07,Product_9,12,174
2023-07-07,Product_10,19,155
2023-07-07,Product_11,27,128
2023-07-07,Product_12,14,143
2023-07-07,Product_13,20,183
2023-07-07,Product_14,25,134
2023-07-07,Product_15,24,135
2023-07-07,Product_16,16,174
2023-07-07,Product_17,27,187
2023-07-07,Product_18,12,193
2023-07-07,Product_19,16,151
2023-07-07,Product_20,21,109
2023-07-08,Product_1,26,162
2023-07-08,Product_2,19,180
2023-07-08,Product_3,23,176
2023-07-08,Product_4,21,109
2023-07-08,Product_5,23,161
2023-07-08,Product_6,20,155
2023-07-08,Product_7,28,149
2023-07-08,Product_8,18,185
2023-07-08,Product_9,17,165
2023-07-08,Product_10,22,176
2023-07-08,Product_11,15,126
2023-07-08,Product_12,24,117
2023-07-08,Product_13,26,170
2023-07-08,Product_14,20,133
2023-07-08,Product_15,16,108
2023-07-08,Product_16,20,143
2023-07-08,Product_17,21,175
2023-07-08,Product_18,23,176
2023-07-08,Product_19,23,115
2023-07-08,Product_20,25,189
2023-07-09,Product_1,32,155
2023-07-09,Product_2,23,138
2023-07-09,Product_3,20,163
2023-07-09,Product_4,16,157
2023-07-09,Product_5,19,179
2023-07-09,Product_6,26,132
2023-07-09,Product_7,22,170
2023-07-09,Product_8,21,127
2023-07-09,Product_9,20,136
2023-07-09,Product_10,26,153
2023-07-09,Product_11,29,175
2023-07-09,Product_12,19,148
2023-07-09,Product_13,19,150
2023-07-09,Product_14,19,144
2023-07-09,Product_15,24,153
2023-07-09,Product_16,25,141
2023-07-09,Product_17,15,177
2023-07-09,Product_18,18,174
2023-07-09,Product_19,16,181
2023-07-09,Product_20,20,169
2023-07-10,Product_1,21,149
2023-07-10,Product_2,19,174
2023-07-10,Product_3,23,134
2023-07-10,Product_4,20,158
2023-07-10,Product_5,28,175
2023-07-10,Product_6,12,190
2023-07-10,Product_7,13,138
2023-07-10,Product_8,13,194
2023-07-10,Product_9,17,134
2023-07-10,Product_10,21,145
2023-07-10,Product_11,17,137
2023-07-10,Product_12,20,160
2023-07-10,Product_13,25,195
2023-07-10,Product_14,27,148
2023-07-10,Product_15,21,163
2023-07-10,Product_16,28,104
2023-07-10,Product_17,17,114
2023-07-10,Product_18,17,111
2023-07-10,Product_19,32,183
2023-07-10,Product_20,21,116
2023-07-11,Product_1,26,157
2023-07-11,Product_2,17,178
2023-07-11,Product_3,25,143
2023-07-11,Product_4,20,192
2023-07-11,Product_5,17,142
2023-07-11,Product_6,16,123
2023-07-11,Product_7,23,157
2023-07-11,Product_8,18,144
2023-07-11,Product_9,20,162
2023-07-11,Product_10,15,138
2023-07-11,Product_11,16,180
2023-07-11,Product_12,20,114
2023-07-11,Product_13,24,116
2023-07-11,Product_14,14,167
2023-07-11,Product_15,19,148
2023-07-11,Product_16,23,199
2023-07-11,Product_17,22,103
2023-07-11,Product_18,21,130
2023-07-11,Product_19,22,125
2023-07-11,Product_20,29,120
2023-07-12,Product_1,24,173
2023-07-12,Product_2,25,168
2023-07-12,Product_3,13,132
2023-07-12,Product_4,25,132
2023-07-12,Product_5,24,141
2023-07-12,Product_6,19,157
2023-07-12,Product_7,12,140
2023-07-12,Product_8,15,159
2023-07-12,Product_9,18,130
2023-07-12,Product_10,17,155
2023-07-12,Product_11,16,105
2023-07-12,Product_12,28,104
2023-07-12,Product_13,12,176
2023-07-12,Product_14,13,177
2023-07-12,Product_15,20,133
2023-07-12,Product_16,26,126
2023-07-12,Product_17,23,103
2023-07-12,Product_18,21,132
2023-07-12,Product_19,14,134
2023-07-12,Product_20,17,136
2023-07-13,Product_1,12,100
2023-07-13,Product_2,23,148
2023-07-13,Product_3,14,164
2023-07-13,Product_4,19,118
2023-07-13,Product_5,26,116
2023-07-13,Product_6,24,199
2023-07-13,Product_7,22,157
2023-07-13,Product_8,17,106
2023-07-13,Product_9,24,183
2023-07-13,Product_10,27,151
2023-07-13,Product_11,23,107
2023-07-13,Product_12,26,141
2023-07-13,Product_13,20,135
2023-07-13,Product_14,21,127
2023-07-13,Product_15,17,102
2023-07-13,Product_16,20,158
2023-07-13,Product_17,15,190
2023-07-13,Product_18,22,133
2023-07-13,Product_19,23,103
2023-07-13,Product_20,23,195
2023-07-14,Product_1,16,144
2023-07-14,Product_2,27,181
2023-07-14,Product_3,28,116
2023-07-14,Product_4,23,170
2023-07-14,Product_5,16,196
2023-07-14,Product_6,16,121
2023-07-14,Product_7,24,184
2023-07-14,Product_8,24,189
2023-07-14,Product_9,20,125
2023-07-14,Product_10,29,147
2023-07-14,Product_11,20,113
2023-07-14,Product_12,20,171
2023-07-14,Product_13,18,108
2023-07-14,Product_14,24,182
2023-07-14,Product_15,25,181
2023-07-14,Product_16,21,138
2023-07-14,Product_17,19,135
2023-07-14,Product_18,23,196
2023-07-14,Product_19,17,181
2023-07-14,Product_20,20,170
2023-07-15,Product_1,22,152
2023-07-15,Product_2,25,136
2023-07-15,Product_3,27,113
2023-07-15,Product_4,16,109
2023-07-15,Product_5,24,164
2023-07-15,Product_6,21,132
2023-07-15,Product_7,11,165
2023-07-15,Product_8,24,155
2023-07-15,Product_9,21,124
2023-07-15,Product_10,24,110
2023-07-15,Product_11,17,129
2023-07-15,Product_12,29,110
2023-07-15,Product_13,15,165
2023-07-15,Product_14,16,143
2023-07-15,Product_15,21,163
2023-07-15,Product_16,19,166
2023-07-15,Product_17,21,123
2023-07-15,Product_18,19,145
2023-07-15,Product_19,21,116
2023-07-15,Product_20,18,188
2023-07-16,Product_1,23,164
2023-07-16,Product_2,18,164
2023-07-16,Product_3,15,149
2023-07-16,Product_4,16,198
2023-07-16,Product_5,26,178
2023-07-16,Product_6,18,197
2023-07-16,Product_7,24,104
2023-07-16,Product_8,24,126
2023-07-16,Product_9,19,135
2023-07-16,Product_10,23,182
2023-07-16,Product_11,17,114
2023-07-16,Product_12,26,151
2023-07-16,Product_13,21,174
2023-07-16,Product_14,21,166
2023-07-16,Product_15,18,128
2023-07-16,Product_16,17,185
2023-07-16,Product_17,16,153
2023-07-16,Product_18,21,119
2023-07-16,Product_19,25,116
2023-07-16,Product_20,15,196
2023-07-17,Product_1,25,140
2023-07-17,Product_2,23,107
2023-07-17,Product_3,21,114
2023-07-17,Product_4,15,116
2023-07-17,Product_5,19,156
2023-07-17,Product_6,13,192
2023-07-17,Product_7,17,143
2023-07-17,Product_8,19,161
2023-07-17,Product_9,22,151
2023-07-17,Product_10,22,146
2023-07-17,Product_11,17,165
2023-07-17,Product_12,31,171
2023-07-17,Product_13,26,142
2023-07-17,Product_14,17,104
2023-07-17,Product_15,19,129
2023-07-17,Product_16,25,194
2023-07-17,Product_17,15,108
2023-07-17,Product_18,20,153
2023-07-17,Product_19,24,189
2023-07-17,Product_20,16,108
2023-07-18,Product_1,24,177
2023-07-18,Product_2,21,156
2023-07-18,Product_3,27,140
2023-07-18,Product_4,21,196
2023-07-18,Product_5,9,192
2023-07-18,Product_6,21,185
2023-07-18,Product_7,19,139
2023-07-18,Product_8,12,173
2023-07-18,Product_9,21,159
2023-07-18,Product_10,22,129
2023-07-18,Product_11,25,129
2023-07-18,Product_12,18,115
2023-07-18,Product_13,20,197
2023-07-18,Product_14,15,146
2023-07-18,Product_15,20,158
2023-07-18,Product_16,13,172
2023-07-18,Product_17,20,138
2023-07-18,Product_18,19,168
2023-07-18,Product_19,14,172
2023-07-18,Product_20,15,133
2023-07-19,Product_1,27,152
2023-07-19,Product_2,15,197
2023-07-19,Product_3,20,108
2023-07-19,Product_4,22,129
2023-07-19,Product_5,32,131
2023-07-19,Product_6,20,126
2023-07-19,Product_7,23,142
2023-07-19,Product_8,21,186
2023-07-19,Product_9,16,163
2023-07-19,Product_10,24,135
2023-07-19,Product_11,21,125
2023-07-19,Product_12,21,107
2023-07-19,Product_13,22,139
2023-07-19,Product_14,27,108
2023-07-19,Product_15,21,175
2023-07-19,Product_16,19,135
2023-07-19,Product_17,19,146
2023-07-19,Product_18,24,133
2023-07-19,Product_19,16,121
2023-07-19,Product_20,22,191
2023-07-20,Product_1,15,124
2023-07-20,Product_2,21,179
2023-07-20,Product_3,21,100
2023-07-20,Product_4,28,104
2023-07-20,Product_5,15,181
2023-07-20,Product_6,20,169
2023-07-20,Product_7,16,156
2023-07-20,Product_8,18,148
2023-07-20,Product_9,15,144
2023-07-20,Product_10,26,136
2023-07-20,Product_11,20,134
2023-07-20,Product_12,15,168
2023-07-20,Product_13,23,152
2023-07-20,Product_14,18,126
2023-07-20,Product_15,23,186
2023-07-20,Product_16,22,192
2023-07-20,Product_17,17,116
2023-07-20,Product_18,20,142
2023-07-20,Product_19,27,188
2023-07-20,Product_20,18,172
2023-07-21,Product_1,18,161
2023-07-21,Product_2,14,193
2023-07-21,Product_3,26,112
2023-07-21,Product_4,22,130
2023-07-21,Product_5,21,167
2023-07-21,Product_6,19,129
2023-07-21,Product_7,24,172
2023-07-21,Product_8,21,110
2023-07-21,Product_9,18,126
2023-07-21,Product_10,16,133
2023-07-21,Product_11,17,154
2023-07-21,Product_12,18,139
2023-07-21,Product_13,17,110
2023-07-21,Product_14,16,102
2023-07-21,Product_15,22,167
2023-07-21,Product_16,21,193
2023-07-21,Product_17,18,166
2023-07-21,Product_18,25,113
2023-07-21,Product_19,21,124
2023-07-21,Product_20,22,158
2023-07-22,Product_1,13,186
2023-07-22,Product_2,16,182
2023-07-22,Product_3,25,127
2023-07-22,Product_4,24,176
2023-07-22,Product_5,22,157
2023-07-22,Product_6,24,158
2023-07-22,Product_7,24,156
2023-07-22,Product_8,21,197
2023-07-22,Product_9,17,106
2023-07-22,Product_10,15,102
2023-07-22,Product_11,22,152
2023-07-22,Product_12,16,180
2023-07-22,Product_13,17,147
2023-07-22,Product_14,16,175
2023-07-22,Product_15,16,167
2023-07-22,Product_16,18,140
2023-07-22,Product_17,28,137
2023-07-22,Product_18,23,163
2023-07-22,Product_19,25,171
2023-07-22,Product_20,19,185
2023-07-23,Product_1,28,153
2023-07-23,Product_2,17,162
2023-07-23,Product_3,20,151
2023-07-23,Product_4,17,145
2023-07-23,Product_5,11,108
2023-07-23,Product_6,28,134
2023-07-23,Product_7,14,104
2023-07-23,Product_8,21,142
2023-07-23,Product_9,19,149
2023-07-23,Product_10,19,138
2023-07-23,Product_11,19,103
2023-07-23,Product_12,15,103
2023-07-23,Product_13,27,134
2023-07-23,Product_14,22,180
2023-07-23,Product_15,18,184
2023-07-23,Product_16,21,107
2023-07-23,Product_17,19,134
2023-07-23,Product_18,19,145
2023-07-23,Product_19,16,195
2023-07-23,Product_20,21,107
2023-07-24,Product_1,28,151
2023-07-24,Product_2,25,117
2023-07-24,Product_3,28,176
2023-07-24,Product_4,11,149
2023-07-24,Product_5,29,142
2023-07-24,Product_6,18,113
2023-07-24,Product_7,23,193
2023-07-24,Product_8,14,183
2023-07-24,Product_9,26,197
2023-07-24,Product_10,16,165
2023-07-24,Product_11,16,194
2023-07-24,Product_12,30,129
2023-07-24,Product_13,29,149
2023-07-24,Product_14,17,154
2023-07-24,Product_15,19,117
2023-07-24,Product_16,29,183
2023-07-24,Product_17,16,119
2023-07-24,Product_18,19,129
2023-07-24,Product_19,15,102
2023-07-24,Product_20,21,192
2023-07-25,Product_1,23,110
2023-07-25,Product_2,24,126
2023-07-25,Product_3,18,116
2023-07-25,Product_4,26,185
2023-07-25,Product_5,17,132
2023-07-25,Product_6,18,168
2023-07-25,Product_7,15,190
2023-07-25,Product_8,22,107
2023-07-25,Product_9,13,152
2023-07-25,Product_10,27,167
2023-07-25,Product_11,19,167
2023-07-25,Product_12,17,167
2023-07-25,Product_13,18,151
2023-07-25,Product_14,22,151
2023-07-25,Product_15,23,174
2023-07-25,Product_16,25,152
2023-07-25,Product_17,28,141
2023-07-25,Product_18,18,165
2023-07-25,Product_19,21,165
2023-07-25,Product_20,19,127
2023-07-26,Product_1,18,182
2023-07-26,Product_2,15,196
2023-07-26,Product_3,13,177
2023-07-26,Product_4,23,196
2023-07-26,Product_5,19,194
2023-07-26,Product_6,24,155
2023-07-26,Product_7,12,193
2023-07-26,Product_8,17,150
2023-07-26,Product_9,16,177
2023-07-26,Product_10,17,169
2023-07-26,Product_11,27,164
2023-07-26,Product_12,26,198
2023-07-26,Product_13,16,120
2023-07-26,Product_14,23,141
2023-07-26,Product_15,16,195
2023-07-26,Product_16,26,174
2023-07-26,Product_17,28,114
2023-07-26,Product_18,25,160
2023-07-26,Product_19,22,173
2023-07-26,Product_20,20,158
2023-07-27,Product_1,18,113
2023-07-27,Product_2,18,147
2023-07-27,Product_3,25,101
2023-07-27,Product_4,25,190
2023-07-27,Product_5,17,193
2023-07-27,Product_6,28,110
2023-07-27,Product_7,13,115
2023-07-27,Product_8,22,188
2023-07-27,Product_9,18,180
2023-07-27,Product_10,16,157
2023-07-27,Product_11,18,199
2023-07-27,Product_12,18,192
2023-07-27,Product_13,30,108
2023-07-27,Product_14,32,155
2023-07-27,Product_15,19,176
2023-07-27,Product_16,17,170
2023-07-27,Product_17,18,194
2023-07-27,Product_18,22,193
2023-07-27,Product_19,13,176
2023-07-27,Product_20,13,116
2023-07-28,Product_1,19,183
2023-07-28,Product_2,23,108
2023-07-28,Product_3,16,167
2023-07-28,Product_4,17,101
2023-07-28,Product_5,25,156
2023-07-28,Product_6,17,152
2023-07-28,Product_7,27,135
2023-07-28,Product_8,25,160
2023-07-28,Product_9,32,174
2023-07-28,Product_10,25,153
2023-07-28,Product_11,25,108
2023-07-28,Product_12,16,153
2023-07-28,Product_13,15,155
2023-07-28,Product_14,16,128
2023-07-28,Product_15,13,198
2023-07-28,Product_16,24,148
2023-07-28,Product_17,21,173
2023-07-28,Product_18,15,112
2023-07-28,Product_19,16,186
2023-07-28,Product_20,24,183
2023-07-29,Product_1,25,158
2023-07-29,Product_2,22,163
2023-07-29,Product_3,15,106
2023-07-29,Product_4,15,139
2023-07-29,Product_5,27,110
2023-07-29,Product_6,17,193
2023-07-29,Product_7,28,167
2023-07-29,Product_8,29,121
2023-07-29,Product_9,14,162
2023-07-29,Product_10,30,122
2023-07-29,Product_11,23,134
2023-07-29,Product_12,20,194
2023-07-29,Product_13,21,129
2023-07-29,Product_14,27,124
2023-07-29,Product_15,26,176
2023-07-29,Product_16,23,132
2023-07-29,Product_17,27,161
2023-07-29,Product_18,16,151
2023-07-29,Product_19,28,162
2023-07-29,Product_20,21,163
2023-07-30,Product_1,24,197
2023-07-30,Product_2,20,165
2023-07-30,Product_3,20,171
2023-07-30,Product_4,18,195
2023-07-30,Product_5,14,130
2023-07-30,Product_6,16,109
2023-07-30,Product_7,11,184
2023-07-30,Product_8,23,112
2023-07-30,Product_9,25,105
2023-07-30,Product_10,21,199
2023-07-30,Product_11,16,133
2023-07-30,Product_12,17,108
2023-07-30,Product_13,24,197
2023-07-30,Product_14,21,188
2023-07-30,Product_15,27,138
2023-07-30,Product_16,17,152
2023-07-30,Product_17,20,166
2023-07-30,Product_18,24,119
2023-07-30,Product_19,15,149
2023-07-30,Product_20,20,166
2023-07-31,Product_1,11,148
2023-07-31,Product_2,18,172
2023-07-31,Product_3,21,176
2023-07-31,Product_4,23,194
2023-07-31,Product_5,22,187
2023-07-31,Product_6,25,187
2023-07-31,Product_7,22,116
2023-07-31,Product_8,24,181
2023-07-31,Product_9,18,119
2023-07-31,Product_10,21,167
2023-07-31,Product_11,18,124
2023-07-31,Product_12,19,172
2023-07-31,Product_13,23,164
2023-07-31,Product_14,20,164
2023-07-31,Product_15,20,188
2023-07-31,Product_16,24,197
2023-07-31,Product_17,13,194
2023-07-31,Product_18,19,167
2023-07-31,Product_19,20,191
2023-07-31,Product_20,24,100
2023-08-01,Product_1,23,148
2023-08-01,Product_2,16,109
2023-08-01,Product_3,18,100
2023-08-01,Product_4,18,115
2023-08-01,Product_5,23,107
2023-08-01,Product_6,21,193
2023-08-01,Product_7,17,171
2023-08-01,Product_8,17,189
2023-08-01,Product_9,12,171
2023-08-01,Product_10,23,116
2023-08-01,Product_11,16,113
2023-08-01,Product_12,16,125
2023-08-01,Product_13,27,107
2023-08-01,Product_14,21,124
2023-08-01,Product_15,17,151
2023-08-01,Product_16,19,121
2023-08-01,Product_17,20,126
2023-08-01,Product_18,20,155
2023-08-01,Product_19,23,131
2023-08-01,Product_20,16,113
2023-08-02,Product_1,19,160
2023-08-02,Product_2,19,157
2023-08-02,Product_3,17,196
2023-08-02,Product_4,18,148
2023-08-02,Product_5,15,187
2023-08-02,Product_6,26,149
2023-08-02,Product_7,19,163
2023-08-02,Product_8,26,151
2023-08-02,Product_9,20,180
2023-08-02,Product_10,21,106
2023-08-02,Product_11,23,133
2023-08-02,Product_12,19,145
2023-08-02,Product_13,22,111
2023-08-02,Product_14,20,170
2023-08-02,Product_15,20,101
2023-08-02,Product_16,20,108
2023-08-02,Product_17,19,139
2023-08-02,Product_18,27,120
2023-08-02,Product_19,17,189
2023-08-02,Product_20,16,128
2023-08-03,Product_1,20,195
2023-08-03,Product_2,20,138
2023-08-03,Product_3,24,104
2023-08-03,Product_4,16,149
2023-08-03,Product_5,34,128
2023-08-03,Product_6,18,119
2023-08-03,Product_7,25,186
2023-08-03,Product_8,19,118
2023-08-03,Product_9,24,122
2023-08-03,Product_10,16,123
2023-08-03,Product_11,14,172
2023-08-03,Product_12,12,139
2023-08-03,Product_13,20,190
2023-08-03,Product_14,12,190
2023-08-03,Product_15,25,147
2023-08-03,Product_16,26,116
2023-08-03,Product_17,19,154
2023-08-03,Product_18,17,126
2023-08-03,Product_19,17,156
2023-08-03,Product_20,19,180
2023-08-04,Product_1,23,195
2023-08-04,Product_2,18,106
2023-08-04,Product_3,15,122
2023-08-04,Product_4,23,161
2023-08-04,Product_5,23,112
2023-08-04,Product_6,11,100
2023-08-04,Product_7,14,142
2023-08-04,Product_8,16,165
2023-08-04,Product_9,17,151
2023-08-04,Product_10,19,120
2023-08-04,Product_11,13,194
2023-08-04,Product_12,23,159
2023-08-04,Product_13,14,124
2023-08-04,Product_14,18,121
2023-08-04,Product_15,18,130
2023-08-04,Product_16,19,110
2023-08-04,Product_17,19,114
2023-08-04,Product_18,11,165
2023-08-04,Product_19,15,109
2023-08-04,Product_20,18,134
2023-08-05,Product_1,22,145
2023-08-05,Product_2,22,156
2023-08-05,Product_3,18,190
2023-08-05,Product_4,12,114
2023-08-05,Product_5,16,197
2023-08-05,Product_6,13,144
2023-08-05,Product_7,27,116
2023-08-05,Product_8,14,154
2023-08-05,Product_9,28,107
2023-08-05,Product_10,19,199
2023-08-05,Product_11,18,197
2023-08-05,Product_12,22,133
2023-08-05,Product_13,19,198
2023-08-05,Product_14,22,124
2023-08-05,Product_15,23,119
2023-08-05,Product_16,23,166
2023-08-05,Product_17,27,139
2023-08-05,Product_18,20,119
2023-08-05,Product_19,18,150
2023-08-05,Product_20,19,174
2023-08-06,Product_1,18,104
2023-08-06,Product_2,19,154
2023-08-06,Product_3,20,108
2023-08-06,Product_4,13,139
2023-08-06,Product_5,17,190
2023-08-06,Product_6,26,120
2023-08-06,Product_7,15,102
2023-08-06,Product_8,20,185
2023-08-06,Product_9,22,194
2023-08-06,Product_10,22,168
2023-08-06,Product_11,23,158
2023-08-06,Product_12,18,132
2023-08-06,Product_13,20,180
2023-08-06,Product_14,13,198
2023-08-06,Product_15,12,194
2023-08-06,Product_16,21,104
2023-08-06,Product_17,14,127
2023-08-06,Product_18,18,114
2023-08-06,Product_19,21,130
2023-08-06,Product_20,17,199
2023-08-07,Product_1,22,109
2023-08-07,Product_2,18,134
2023-08-07,Product_3,32,133
2023-08-07,Product_4,18,174
2023-08-07,Product_5,17,108
2023-08-07,Product_6,20,126
2023-08-07,Product_7,22,165
2023-08-07,Product_8,22,151
2023-08-07,Product_9,19,112
2023-08-07,Product_10,24,107
2023-08-07,Product_11,19,117
2023-08-07,Product_12,29,125
2023-08-07,Product_13,22,111
2023-08-07,Product_14,19,140
2023-08-07,Product_15,29,111
2023-08-07,Product_16,15,153
2023-08-07,Product_17,22,153
2023-08-07,Product_18,21,116
2023-08-07,Product_19,21,167
2023-08-07,Product_20,16,104
2023-08-08,Product_1,20,162
2023-08-08,Product_2,18,198
2023-08-08,Product_3,19,195
2023-08-08,Product_4,22,177
2023-08-08,Product_5,20,148
2023-08-08,Product_6,18,146
2023-08-08,Product_7,17,194
2023-08-08,Product_8,11,126
2023-08-08,Product_9,21,151
2023-08-08,Product_10,20,194
2023-08-08,Product_11,17,147
2023-08-08,Product_12,17,139
2023-08-08,Product_13,29,167
2023-08-08,Product_14,17,103
2023-08-08,Product_15,20,145
2023-08-08,Product_16,25,157
2023-08-08,Product_17,18,125
2023-08-08,Product_18,15,173
2023-08-08,Product_19,23,171
2023-08-08,Product_20,16,129
2023-08-09,Product_1,23,144
2023-08-09,Product_2,13,136
2023-08-09,Product_3,15,140
2023-08-09,Product_4,26,167
2023-08-09,Product_5,17,140
2023-08-09,Product_6,22,144
2023-08-09,Product_7,27,121
2023-08-09,Product_8,19,114
2023-08-09,Product_9,14,181
2023-08-09,Product_10,25,145
2023-08-09,Product_11,20,138
2023-08-09,Product_12,24,180
2023-08-09,Product_13,22,106
2023-08-09,Product_14,19,190
2023-08-09,Product_15,22,128
2023-08-09,Product_16,26,150
2023-08-09,Product_17,19,108
2023-08-09,Product_18,28,141
2023-08-09,Product_19,20,101
2023-08-09,Product_20,30,178
2023-08-10,Product_1,16,109
2023-08-10,Product_2,15,135
2023-08-10,Product_3,18,137
2023-08-10,Product_4,16,100
2023-08-10,Product_5,25,105
2023-08-10,Product_6,30,144
2023-08-10,Product_7,23,175
2023-08-10,Product_8,24,179
2023-08-10,Product_9,17,147
2023-08-10,Product_10,13,195
2023-08-10,Product_11,27,145
2023-08-10,Product_12,20,166
2023-08-10,Product_13,17,188
2023-08-10,Product_14,22,182
2023-08-10,Product_15,24,134
2023-08-10,Product_16,23,166
2023-08-10,Product_17,18,136
2023-08-10,Product_18,22,180
2023-08-10,Product_19,27,158
2023-08-10,Product_20,16,135
2023-08-11,Product_1,19,196
2023-08-11,Product_2,10,185
2023-08-11,Product_3,21,102
2023-08-11,Product_4,22,122
2023-08-11,Product_5,17,186
2023-08-11,Product_6,22,105
2023-08-11,Product_7,21,136
2023-08-11,Product_8,19,172
2023-08-11,Product_9,20,154
2023-08-11,Product_10,15,117
2023-08-11,Product_11,27,102
2023-08-11,Product_12,18,144
2023-08-11,Product_13,23,171
2023-08-11,Product_14,22,165
2023-08-11,Product_15,22,107
2023-08-11,Product_16,20,126
2023-08-11,Product_17,13,105
2023-08-11,Product_18,19,165
2023-08-11,Product_19,22,136
2023-08-11,Product_20,19,104
2023-08-12,Product_1,23,193
2023-08-12,Product_2,17,115
2023-08-12,Product_3,18,119
2023-08-12,Product_4,22,191
2023-08-12,Product_5,15,107
2023-08-12,Product_6,13,108
2023-08-12,Product_7,14,147
